Level 1,Level 2,Level 3,Level 4,Level 5,Content
第3章  网络信息技术应用,第4节  TCP / I P协议,域名的表示形式为：,,,
第3章  网络信息技术应用,第4节  TCP / I P协议,主机名 。 网络名 。 机构名 。 最高层域名,,,
第3章  网络信息技术应用,第4节  TCP / I P协议,例如：大连理工大学:  www.dlut.edu.cn,,,
第3章  网络信息技术应用,第4节  TCP / I P协议,域名系统:把域名转换成对应的IP地址的软件称为“域名系统”(Domain Name System)，简称DNS。,,,
第3章  网络信息技术应用,第4节  TCP / I P协议,域名服务器(Domain Name Server)：是装有域名系统软件的主机。,,,
第3章  网络信息技术应用,第4节  TCP / I P协议,URL：在WWW上，每一信息资源都有统一的且在网上唯一的地址，该地址就叫URL地址(Uniform Resource Locator)。	URL地址由三部分组成：资源类型://存放资源的主机域名/资源文件名，如：http://WWW.tsinghua.edu.cn/top.HTML。,,,
第3章  网络信息技术应用,第4节  TCP / I P协议,,,,
第3章  网络信息技术应用,第5节  Web、网页与网站,,,,
第3章  网络信息技术应用,第5节  Web、网页与网站,Web的定义：,,,
第3章  网络信息技术应用,第5节  Web、网页与网站,Web是WWW（World Wide Web）的简称，又称“万维网”。 ,,,
第3章  网络信息技术应用,第5节  Web、网页与网站,Web是建立在客户机／服务器（Client／Server）模型之上，以HTML语言和HTTP协议为基础，能够提供面向各种Internet服务的、一致的用户界面的一种信息服务系统。 ,,,
第3章  网络信息技术应用,第5节  Web、网页与网站,Web的基本概念：,,,
第3章  网络信息技术应用,第5节  Web、网页与网站,超文本：一种全局性的信息结构，它将文档中的不同部分通过关键字建立连接，使信息得以用交互方式搜索。,,,
第3章  网络信息技术应用,第5节  Web、网页与网站,超媒体：超文本与多媒体在信息浏览环境下的结合。,,,
第3章  网络信息技术应用,第5节  Web、网页与网站,超链接：指从一个网页指向一个目标连接的关系，这个目标可以是另一个网页，也可以是相同网页上不同位置，还可以是一幅图片、一个电子邮件的地址、一个文件甚至是一个应用程序。,,,
第3章  网络信息技术应用,第5节  Web、网页与网站,网页：定义：存放在网络的Web服务器中的一个文件。互联网上的每一个网页都具有一个唯一的名称标识，通常称为URL地址。,,,
第3章  网络信息技术应用,第5节  Web、网页与网站,HTML( Hyper Text Markup Language )超文本标记语言。一种制作Web网页的标准语言。目前统一的版本是HTML4.0。,,,
第3章  网络信息技术应用,第5节  Web、网页与网站,网站：在互联网上根据一定规则，使用HTML等工具制作的，用于展示特定内容的相关网页集合。,,,
第3章  网络信息技术应用,第6节 Internet资源,,,,
第3章  网络信息技术应用,第6节 Internet资源,Internet 上的资源：浏览器，信息查找: WWW 等，电子邮件 ( E-mail )，文件传输 ( FTP )，创新联网服务及应用。,,,
第3章  网络信息技术应用,第6节 Internet资源,浏览器: 指可以显示网页服务器或者文件系统的HTML文件内容，并让用户与这些文件交互的一种软件，他是人们在互联网上使用最为频繁的一种客户端程序。,,,
第3章  网络信息技术应用,第6节 Internet资源,信息查找: 搜索引擎：是指根据一定的策略、运用特定的计算机程序搜索互联网上的信息，在对信息进行组织和处理后显示给用户，为用户提供检索服务的系统。搜索引擎目前已经成为人们上网的必备工具之一。,,,
第3章  网络信息技术应用,第6节 Internet资源,E-mail 地址: 在 Internet上，每一个电子邮件用户所拥有的电子邮件地址称为 E-mail 地址，它具有如下统一格式：用户名 @ 主机域名。,,,
第3章  网络信息技术应用,第6节 Internet资源,电子邮件服务器：目前流行的电子邮件服务器有两种：POP3邮局协议服务器和SMTP简单邮件传送协议服务器。,,,
第3章  网络信息技术应用,第6节 Internet资源,POP3服务器主要用于存放用户所接收到的电子邮件。,,,
第3章  网络信息技术应用,第6节 Internet资源,SMTP服务器主要负责发送用户的电子邮件。,,,
第3章  网络信息技术应用,第6节 Internet资源,以上两种服务器既可各自独立，也可以合二为一。,,,
第3章  网络信息技术应用,第6节 Internet资源,文件传输（FTP）：文件传输协议FTP是Internet传统的服务之一。FTP使用户能在两个联网的计算机之间传输文件。使用FTP，主要有3种方法：直接在IE浏览器中使用——用户可直接在IE中下载各种软件。在MS-DOS运行windows自带的FTP程序。使用FTP软件——FlashFXP等。,,,
第3章  网络信息技术应用,第6节 Internet资源,,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,云计算: 利用大规模的数据中心或超级计算机集群，通过互联网将计算机硬件和系统软件等资源，以免费或按需付费的方式供给使用者，应用则以服务的方式提供，这类服务就是“软件即服务”。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,云：云是一些可以自我维护和管理的虚拟计算资源，通常为一些大型服务器集群，包括计算服务器、存储服务器、宽带资源等等。云计算将所有的计算资源集中起来，并由软件实现自动管理，无需人为参与。这使得应用提供者无需为繁琐的细节而烦恼，能够更加专注于自己的业务，有利于创新和降低成本。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,云计算特点：超大规模：服务器群；虚拟化：可以看作是一片用于计算的云；高可靠性：冗余副本、负载均衡；通用性：支撑千变万化的实际应用；高可扩展性：灵活、动态伸缩；按需服务：按需购买；极其廉价：不再需要一次性购买超级电脑；安全：  摆脱数据丢失、病毒入侵；方便：支持多终端、数据共享。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,物联网：“物联网概念”是在“互联网概念”的基础上，将其用户端延伸和扩展到任何物品与物品之间，进行信息交换和通信的一种网络概念。其定义是：通过射频识别（RFID）、红外感应器、全球定位系统、激光扫描器等信息传感设备，按约定的协议，把任何物品与互联网相连接，进行信息交换和通信，以实现智能化识别、定位、跟踪、监控和管理的一种网络概念。 ,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,物联网产品应用：,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,智能家居产品融合自动化控制系统、计算机网络系统和网络通讯技术于一体，将各种家庭设备(如音视频设备、照明系统、窗帘控制、空调控制、安防系统、数字影院系统、网络家电等)通过智能家庭网络联网实现自动化，通过中国电信的宽带、固话和3G无线网络，可以实现对家庭设备的远程操控。与普通家居相比，智能家居不仅提供舒适宜人且高品位的家庭生活空间，实现更智能的家庭安防系统;还将家居环境由原来的被动静止结构转变为具有能动智慧的工具，提供全方位的信息交互功能。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,智能医疗系统借助简易实用的家庭医疗传感设备，对家中病人或老人的生理指标进行自测，并将生成的生理指标数据通过中国电信的固定网络或3G无线网络传送到护理人或有关医疗单位。根据客户需求，中国电信还提供相关增值业务，如紧急呼叫救助服务、专家咨询服务、终生健康档案管理服务等。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,智能环保产品通过对实施地表水水质的自动监测，可以实现水质的实时连续监测和远程监控，及时掌握主要流域重点断面水体的水质状况，预警预报重大或流域性水质污染事故，解决跨行政区域的水污染事故纠纷，监督总量控制制度落实情况。太湖环境监控项目，通过安装在环太湖地区的各个监控的环保和监控传感器，将太湖的水文、水质等环境状态提供给环保部门，实时监控太湖流域水质等情况，并通过互联网将监测点的数据报送至相关管理部门。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,"智能城市产品包括对城市的数字化管理和城市安全的统一监控。前者利用""数字城市""理论，基于3S(地理信息系统GIS、全球定位系统GPS、遥感系统RS)等关键技术，深入开发和应用空间信息资源，建设服务于城市规划、城市建设和管理，服务于政府、企业、公众，服务于人口、资源环境、经济社会的可持续发展的信息基础设施和信息系统。后者基于宽带互联网的实时远程监控、传输、存储、管理的业务，利用中国电信无处不达的宽带和3G网络，将分散、独立的图像采集点进行联网，实现对城市安全的统一监控、统一存储和统一管理、为城市管理和建设者提供一种全新、直观、视听觉范围延伸的管理工具。",,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,智能交通系统包括公交行业无线视频监控平台、智能公交站台、电子票务、车管专家和公交手机一卡通五种业务。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,公交行业无线视频监控平台利用车载设备的无线视频监控和GPS定位功能，对公交运行状态进行实时监控。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,智能公交站台通过媒体发布中心与电子站牌的数据交互，实现公交调度信息数据的发布和多媒体数据的发布功能，还可以利用电子站牌实现广告发布等功能。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,电子门票是二维码应用于手机凭证业务的典型应用，从技术实现的角度，手机凭证业务就是手机 凭证，是以手机为平台、以手机身后的移动网络为媒介，通过特定的技术实现完成凭证功能。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,车管专家利用全球卫星定位技术(GPS)、无线通信技术(CDMA)、地理信息系统技术(GIS)、中国电信3G等高新技术，将车辆的位置与速度，车内外的图像、视频等各类媒体信息及其他车辆参数等进行实时管理，有效满足用户对车辆管理的各类需求。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,公交手机一卡通将手机终端作为城市公交翼卡通的介质，除完成公交刷卡功能外，还可以实现小额支付、空中充值等功能。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,测速E通通过将车辆测速系统、高清电子警察系统的车辆信息实时接入车辆管控平台，同时结合交警业务需求，基于GIS地理信息系统通过3G无线通信模块实现报警信息的智能、无线发布，从而快速处置违法、违规车辆。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,智能司法是一个集监控、管理、定位、矫正于一身的管理系统。能够帮助各地各级司法机构降低刑罚成本、提高刑罚效率。目前，中国电信已实现通过CDMA独具优势的GPSONE手机定位技术对矫正对象进行位置监管，同时具备完善的矫正对象电子档案、查询统计功能，并包含对矫正对象的管理考核，给矫正工作人员的日常工作带来信息化、智能化的高效管理平台。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,智能农业产品通过实时采集温室内温度、湿度信号以及光照、土壤温度、CO₂浓度、叶面湿度、露点温度等环境参数，自动开启或者关闭指定设备。可以根据用户需求，随时进行处理，为设施农业综合生态信息自动监测、对环境进行自动控制和智能化管理提供科学依据。通过模块采集温度传感器等信号，经由无线信号收发模块传输数据，实现对大棚温湿度的远程控制。智能农业产品还包括智能粮库系统，该系统通过将粮库内温湿度变化的感知与计算机或手机的连接进行实时观察，记录现场情况以保证量粮库内的温湿度平衡。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,智能物流打造了集信息展现、电子商务、物流配载、仓储管理、金融质押、园区安保、海关保税等功能为一体的物流园区综合信息服务平台。信息服务平台以功能集成、效能综合为主要开发理念，以电子商务、网上交易为主要交易形式，建设了高标准、高品位的综合信息服务平台。并为金融质押、园区安保、海关保税等功能预留了接口，可以为园区客户及管理人员提供一站式综合信息服务。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,智能校园，中国电信的校园手机一卡通和金色校园业务，促进了校园的信息化和智能化。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,校园手机一卡通主要实现功能包括：电子钱包、身份识别和银行圈存。电子钱包即通过手机刷卡实现主要校内消费;身份识别包括门禁、考勤、图书借阅、会议签到等，银行圈存即实现银行卡到手机的转账充值、余额查询。目前校园手机一卡通的建设，除了满足普通一卡通功能外，还实现了借助手机终端实现空中圈存、短信互动等应用。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,中国电信实施的“金色校园”方案，帮助中小学行业用户实现学生管理电子化，老师排课办公无纸化和学校管理的系统化，使学生、家长、学校三方可以时刻保持沟通，方便家长及时了解学生学习和生活情况，通过一张薄薄的“学籍卡”，真正达到了对未成年人日常行为的精细管理，最终达到学生开心，家长放心，学校省心的效果。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,智能文博系统是基于RFID和中国电信的无线网络，运行在移动终端的导览系统。该系统在服务器端建立相关导览场景的文字、图片、语音以及视频介绍数据库，以网站形式提供专门面向移动设备的访问服务。移动设备终端通过其附带的RFID读写器，得到相关展品的EPC编码后，可以根据用户需要，访问服务器网站并得到该展品的文字、图片语音或者视频介绍等相关数据。该产品主要应用于文博行业，实现智能导览及呼叫中心等应用拓展。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,M2M平台中国电信M2M平台是物联网应用的基础支撑设施平台。秉承发展壮大民族产业的理念与责任，凭借对通信、传感、网络技术发展的深刻理解与长期的运营经验，中国电信M2M协议规范引领着M2M终端、中间件和应用接口的标准统一，为跨越传感网络和承载网络的物联信息交互提供表达和交流规范。在电信级M2M平台上驱动着遍布各行各业的物联网应用逻辑，倡导基于物联网络的泛在网络时空，让广大消费者尽情享受物联网带来的个性化、智慧化、创新化的信息新生活。,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,,,,
第3章  网络信息技术应用,第7节 创新联网服务及应用,,,,
第4章  信息检索,,,,,
第4章  信息检索,第1节 信息检索,,,,
第4章  信息检索,第1节 信息检索,信息检索研究通常涵盖两方面亟待解决的问题：一是用户查询的理解，即如何根据用户提交的仅包含若干关键词的查询，尽可能充分地理解用户的信息需求，并为之提供符合其需求的文档或网页；二是检索模型的构建，即如何度量用户查询与待检索网页或文档之间的相关程度，并根据相关程度差异给出结果的排序列表，最大限度地满足其信息需求。为解决上述两方面的问题，信息检索研究通常从两方面展开，一方面研究关注于充分理解用户查询，另一方面研究关注于合理构建检索模型。以上两方面研究相辅相成，充分理解的用户查询可以让检索系统更加准确地定位用户信息需求，在此基础上，基于合理构建的检索模型挖掘和用户需求相关的网页或文档，以满足信息需求，提高检索准确率和用户体验。查询理解与检索模型示例如图1所示。,,,
第4章  信息检索,第1节 信息检索,,,,
第4章  信息检索,第1节 信息检索,图 1  查询理解与检索模型示例,,,
第4章  信息检索,第1节 信息检索,"在检索模型方面，传统的检索模型旨在构建有效的查询表示和文档表示，通过计算二者的相似程度评估文档与查询的相关性，进而根据文档的相关性由高至低给出文档排序列表，作为检索系统的输出结果，这类方法包括向量空间模型、BM25模型和查询似然语言模型等。以向量空间模型为例，该模型将查询和文档分别表示为词典维度的向量，其中，词典维度指检索数据集中包含的所有词项的总数，向量每一维的数值为该词项的权重，权重的计算可以采用词频逆文档频率等方式，进而基于查询表示和文档表示计算查询与文档的相似度，并以此为依据评估查询与不同文档的相关性，得到文档排序列表。近年来，排序学习（Learning to Rank, LTR）被提出并广泛应用于构建更加有效的检索模型，排序学习模型不同于传统检索模型，采用监督式机器学习方法作为核心算法，并将传统检索模型得分作为文档特征，以文档排序为模型优化目标，定义基于排序的损失函数，通过监督式训练得到最终的检索模型。排序学习模型在不同检索任务中均被证明具有较高的排序准确率，这是由于这类方法可以在直接优化排序目标的同时兼顾多种文档特征，这些文档特征从不同方面刻画查询与文档的相关性，从而更有针对性地优化检索模型，获得更好的检索效果。",,,
第4章  信息检索,第1节 信息检索,由于信息检索的通用性和普适性，信息检索任务可以被划分为多种子任务，同时，很多研究致力于根据子任务的独有特点更有针对性地设计检索方法，以提升不同检索任务的性能。按照检索内容不同，信息检索可以划分为文本检索、图像检索、视频检索、语音检索和音乐检索等多种任务，作为经典检索任务，文本检索具有悠久历史，也是本文关注的核心研究领域；按照应用场景不同，信息检索可以划分为网络检索、垂直检索、企业级检索、桌面级检索和点对点检索等多种任务，其中，垂直检索指在某一特定领域范围内的信息检索，包括文献检索、专利检索和代码检索等；按照检索对象不同，信息检索可以划分为特定对象检索、信息过滤、文本分类和问答系统等多种任务，上述任务均可归结为检索问题，并采用信息检索技术加以解决。不同检索任务的解决需要根据任务自身特点改进现有检索方法，在充分理解用户查询的基础上，优化并完善检索模型，以提升检索性能，满足信息需求。,,,
第4章  信息检索,第1节 信息检索,信息检索（information retrieval，IR），将信息按一定的方式组织和存储起来，并根据用户的需要找出有关信息的过程。,,,
第4章  信息检索,第1节 信息检索,IR的两种形式: Ad Hoc and Filtering如图2所示,,,
第4章  信息检索,第1节 信息检索,,,,
第4章  信息检索,第1节 信息检索,图2  Ad Hoc,,,
第4章  信息检索,第1节 信息检索,Ad Hoc：对于不同查询数据集不变，只是按照相关性重新排序。如图3所示,,,
第4章  信息检索,第1节 信息检索,,,,
第4章  信息检索,第1节 信息检索,图3  Filtering,,,
第4章  信息检索,第1节 信息检索,Filtering：文档集合按照用户需求不同发生变化，生成子文档集合进行排序。,,,
第4章  信息检索,第1节 信息检索,现代信息检索的主要内容：建模，文献分类，系统构建，用户界面，数据可视化，信息过滤，查询语言。,,,
第4章  信息检索,第1节 信息检索,信息检索相关概念：,,,
第4章  信息检索,第1节 信息检索,停用词（stop word），指文档中出现的连词，介词，冠词等并无太大意义的词。例如在英文中常用的停用词有the，a， it等；在中文中常见的有“是”，“的”，“地”等。,,,
第4章  信息检索,第1节 信息检索,索引词（标引词，关键祠）:可以用于指代文档内容的预选词语，一般为名词或名词词组。,,,
第4章  信息检索,第1节 信息检索,中文切词（word segmentation），或称分词，主要在中文信息处理中使用，即把一句话分成一个词的序列。如，“网络与分布式系统实验室”，分词为“网络/  与/  分布式/  系统/  实验室/”。,,,
第4章  信息检索,第2节 信息检索模型,,,,
第4章  信息检索,第2节 信息检索模型,信息检索模型（IR model），依照用户查询，对文档集合进行相关排序的一组前提假设和算法。IR模型可形式地表示为一个四元组,,,
第4章  信息检索,第2节 信息检索模型,< D， Q， F， R(qi，dj) >,,,
第4章  信息检索,第2节 信息检索模型,其中D是一个文档集合，Q是一个查询集合，F是一个对文档和查询建模的框架，R(qi，dj) 是一个排序函数，它给查询qi和文档dj之间的相关度赋予一个排序值。,,,
第4章  信息检索,第2节 信息检索模型,,,,
第4章  信息检索,第2节 信息检索模型,“共有词汇”假设（shared bag of words）:,,,
第4章  信息检索,第2节 信息检索模型,一个查询q = {w1q， …wtq },,,
第4章  信息检索,第2节 信息检索模型,一个文档d = {w1， …wt },,,
第4章  信息检索,第2节 信息检索模型,ki和kj属于同一个词汇集合Σ={k1， …kt }（词典）,,,
第4章  信息检索,第2节 信息检索模型,和语法无关（词的次序）,,,
第4章  信息检索,第2节 信息检索模型,和文档结构无关（标题，段落）,,,
第4章  信息检索,第2节 信息检索模型,和元信息无关（作者，来源，类别等）,,,
第4章  信息检索,第2节 信息检索模型,这蕴含着：用词汇作为相关性评价的基本依据。依据共有词汇假设的信息获取：存在共有：如果dj有q含有的某些ki ， 则relevant(q， dj )=1；全部共有：如果dj有q含有的所有的ki ， 则relevant(q， dj )=1；比例共有：如果q和dj 共有多于m%的ki ， 则relevant(q，dj)=1。,,,
第4章  信息检索,第2节 信息检索模型,经典信息检索模型:,,,
第4章  信息检索,第2节 信息检索模型,布尔模型,,,
第4章  信息检索,第2节 信息检索模型,向量空间模型,,,
第4章  信息检索,第2节 信息检索模型,经典概率模型,,,
第4章  信息检索,第2节 信息检索模型,,,,
第4章  信息检索,第2节 信息检索模型,          图3 信息检索模型发展历程,,,
第4章  信息检索,第3节 查询扩展模型,,,,
第4章  信息检索,第3节 查询扩展模型,"在查询理解方面，信息检索研究通常以用户提交的原始查询为基础，采用增加查询词、删减查询词以及查询词加权等方式，对原始查询进行重构，其目标在于尽可能全面准确地覆盖用户信息需求，明确用户检索意图，进而得到更为精确的检索结果。若用户提交的查询包含较少关键词，则采用增加查询词的方式对原始查询进行补充和完善，该过程称为查询扩展（Query Expansion, QE），所增加的扩展词通常与原始查询词具有较强语义关联，其来源一方面可以是包含词项语义关联的外部文档资源，如维基百科等，另一方面可以是反馈文档，即根据用户反馈选择的与查询相关的文档，当直接将初次检索排序靠前的文档作为反馈文档时，该方法称作伪相关反馈（Pseudo Relevance Feedback, PRF）；若用户提交的查询包含较多关键词，则采用删减查询词的方式对原始查询进行改进和修正，该过程称为查询缩减（Query Reduction, QR），所删减的查询词通常与原始查询的信息需求具有较弱关联性，在原始查询的基础上删减这部分词项可以突显用户的信息需求，进而提升检索效果。在查询扩展或查询缩减中，直接增加或删减部分词项很可能导致用户信息需求的部分缺失或者偏移，为避免这类情况的发生，一种常用的做法是查询词加权，即在重构查询的基础上为与用户信息需求较为密切的词项赋予较高权重，为与用户信息需求较为模糊的词项赋予较低权重，从而在全面覆盖用户信息需求的同时，兼顾查询的完整性，更为精确地理解用户查询。",,,
第4章  信息检索,第3节 查询扩展模型,1查询扩展的概念,,,
第4章  信息检索,第3节 查询扩展模型,1查询扩展的概念,在信息检索领域，查询理解作为提升检索性能的有效方式，具有悠久的历史，早在1960年Maron等就提出类似查询扩展的思想，用来改善信息检索服务，充分理解查询。而早期的查询理解研究普遍遵循种子词策略，即以查询中的词作为种子词对其进行扩充和优化，达到查询理解的目的。其中，最为经典的模型是1971年Rocchio等提出的相关反馈模型，相关反馈模型首先基于用户原始查询进行初次检索，然后，将检索结果返回给用户，用户对初次检索返回的结果文档进行相关度评估，并将评估结果中的相关文档作为对初次检索的反馈，检索系统从这些相关文档中提取相关扩展词，并将这些扩展词作为对原始查询的补充，同时，根据扩展词分布情况调整查询中各词项的权重，以提升扩展查询的质量，更为准确地理解用户检索意图。然而，由于检索过程中用户的主动反馈行为通常难以获取，而基于用户反馈的检索会极大地降低检索效率和用户体验，因此，信息检索中往往采用自动化的反馈机制来替代用户的主动反馈，该类方法称作伪相关反馈。 ,,
第4章  信息检索,第3节 查询扩展模型,1查询扩展的概念,伪相关反馈首先基于用户原始查询进行初次检索，并将初次检索结果文档中排序靠前的若干文档看作伪相关文档，以此取代相关反馈中用户主动判断相关文档的行为，进而以这些文档为基础，抽取扩展词或者对扩展查询中词项权重进行定量评估。由于伪相关反馈采用自动反馈方式代替用户主动反馈，因此，可以很大程度上节省用户时间，极大地提升检索效率。大量研究结果表明，伪相关反馈方法在不同检索模型下均能获得较高的信息检索性能，目前已被广泛采用的伪相关反馈模型包括基于向量空间模型的伪相关反馈、基于概率模型的伪相关反馈、基于相关模型的伪相关反馈和基于混合模型的伪相关反馈等。,,
第4章  信息检索,第3节 查询扩展模型,1查询扩展的概念,由伪相关反馈定义可知，伪相关反馈假设初次检索获得的伪相关文档与原始查询具有较高的相关性，因而这些文档中出现的高频词项也与原始查询密切相关，并能够对原始查询起到补充和完善作用。然而，该假设在很多检索任务中很难完全成立，一方面初次检索获得的部分伪相关文档可能与用户查询并不相关，从而导致所选的扩展词背离原始检索意图，对伪相关反馈效果产生负面影响，甚至降低检索性能；另一方面，伪相关文档中通常包含大量词项，而这些词项本身与原始查询具有不同的相关程度，如何度量这些词项的相关程度，进而从中提取核心词项作为扩展词，直接关系到检索性能提升的空间。,,
第4章  信息检索,第3节 查询扩展模型,1查询扩展的概念,查询扩展:该技术指的是利用计算机语言学，信息学等多种技术，在原用户查询词的基础上通过一定的方法和策略把与原查询词相关的词、词组添加到原查询中，组成新的、更能准确表达用户查询意图的查询词序列，然后用新查询对文档重新检索，从而改善信息检索中的查全率和查准率低下的问题，解决信息检索领域的词不匹配问题， 弥补用户查询信息不足的缺陷。,,
第4章  信息检索,第3节 查询扩展模型,1查询扩展的概念,目前扩展词的来源:初次检索中认为相关的文档，从用户日志或文献集中挖掘，某种包含词与词间相关信息的资源。,,
第4章  信息检索,第3节 查询扩展模型,2 基于语词全局聚类的查询扩展,,,
第4章  信息检索,第3节 查询扩展模型,2 基于语词全局聚类的查询扩展,思想：对文档集中全部词语根据词的共现进行聚类，生成不同的簇，向查询中加入包含该查询关键词的类中的某些关键词来对其扩展。,,
第4章  信息检索,第3节 查询扩展模型,2 基于语词全局聚类的查询扩展,优缺点：不能处理词的歧义性，该方法可能将词分配到不同的类别中，从而使查询结果更含糊，查询性能可能会下降。,,
第4章  信息检索,第3节 查询扩展模型,2 基于语词全局聚类的查询扩展,基于相似性叙词表的查询扩展技术,,
第4章  信息检索,第3节 查询扩展模型,2 基于语词全局聚类的查询扩展,思想：根据词语之间的共现概率建立相似性叙词表，记录全部文档中每一对词的共现概率。,,
第4章  信息检索,第3节 查询扩展模型,2 基于语词全局聚类的查询扩展,优缺点：需要计算每一对词的共现概率，使其计算要求较高， 查询效率有所下降,,
第4章  信息检索,第3节 查询扩展模型,2 基于语词全局聚类的查询扩展,基于潜在语义索引( LSI)的查询扩展技术,,
第4章  信息检索,第3节 查询扩展模型,2 基于语词全局聚类的查询扩展,思想：通过使用检索词的共现信息进行奇异值分解( SVD) ，来发现检索词之间的重要关联关系， 计算出上下文相似的词，实现查询扩展。,,
第4章  信息检索,第3节 查询扩展模型,2 基于语词全局聚类的查询扩展,优缺点：提高查全率，但查准率有所降低；对同义词解决较好， 但对一词多义问题只能部分解决,,
第4章  信息检索,第3节 查询扩展模型,2 基于语词全局聚类的查询扩展,基于相关反馈的查询扩展技术,,
第4章  信息检索,第3节 查询扩展模型,2 基于语词全局聚类的查询扩展,思想：先使用初始查询对文档进行检索，然后根据检索的结果，通过用户的判断得到关于哪些文档是相关的、哪些文档是无关的反馈信息；接着从那些用户认为与查询相关的文档中选择重要的词，在新的查询中增强这些词的权重；对同时出现在与查询不相关文档中的词，降低其权值；对起负面影响的词，还可以从查询中删除。,,
第4章  信息检索,第3节 查询扩展模型,2 基于语词全局聚类的查询扩展,优缺点：必须由用户提供相关性的判断，并且RoCChio方法中的参数必须通过大量的实验才能在某个文档集中得到最优的参数设定。,,
第4章  信息检索,第3节 查询扩展模型,3基于局部反馈的查询扩展,,,
第4章  信息检索,第3节 查询扩展模型,3基于局部反馈的查询扩展,思想：局部反馈是由相关反馈技术衍生的。首先利用初始查询进行检索而得到中间文档集，并假设这些文档与查询条件是相关的；再对中间文档集中的关键词进行聚类；然后将关键词的聚类加入到初始查询条件，从而对其进行扩展。,,
第4章  信息检索,第3节 查询扩展模型,3基于局部反馈的查询扩展,优缺点：与全局聚类相比开销小，提高检索效率。但若中间文档与用户查询相关度很低，则该算法会降低检索性能，也就是说，该算法对初始检索结果非常敏感。,,
第4章  信息检索,第3节 查询扩展模型,3基于局部反馈的查询扩展,基于局部上下文分析的查询扩展思想：从初检出的文档中选出与原查询词共现的概念， 计算每一个概念与整个查询的相似度并排序， 排在前面的概念作为扩展词。优缺点：解决了全局分析中计算量大及局部反馈中初值敏感的问题,,
第4章  信息检索,第3节 查询扩展模型,4基于用户查询日志的查询扩展,,,
第4章  信息检索,第3节 查询扩展模型,4基于用户查询日志的查询扩展,用户查询日志是众多用户使用检索系统时多次“反馈”结果的积累，对它的分析相当于使用大量用户的相关反馈。,,
第4章  信息检索,第3节 查询扩展模型,4基于用户查询日志的查询扩展,思想：在用户查询记录的基础上建立用户查询空间，在文档集上建立文档空间，根据用户日志将两个空间中的词，按照用户提交某个查询所点击的文章以条件概率方式连接起来。当新查询到来时，系统选取当该查询出现时被选择成为扩展用词的条件概率最大的文档用词加入查询。,,
第4章  信息检索,第3节 查询扩展模型,4基于用户查询日志的查询扩展,优缺点：分析用户日志需要大量的积累过程,,
第4章  信息检索,第3节 查询扩展模型,5基于社会标签的查询扩展,,,
第4章  信息检索,第3节 查询扩展模型,5基于社会标签的查询扩展,思想：利用用户收藏的标签，提取标签中的关键词，对标签进行聚类分成若干兴趣类，再度查询时，根据用户查询所属类别的关键字进行扩展。,,
第4章  信息检索,第3节 查询扩展模型,5基于社会标签的查询扩展,优缺点：用户主动收藏的标签可以根本的反应用户兴趣。,,
第4章  信息检索,第3节 查询扩展模型,6基于语义概念查询扩展,,,
第4章  信息检索,第3节 查询扩展模型,6基于语义概念查询扩展,传统的查询扩展忽略了语义及概念语义之间的关联扩展，不能从根本上表达用户查询意图。这就需要从语义概念层面上对查询进行扩充。,,
第4章  信息检索,第3节 查询扩展模型,6基于语义概念查询扩展,分类：基于大规模语料库和基于语义关系/语义结构。,,
第4章  信息检索,第3节 查询扩展模型,6基于语义概念查询扩展,基于大规模语料库的方法，主要利用词语的共现性大则相关度也大的规律，计算词语的相关性，实现扩展。,,
第4章  信息检索,第3节 查询扩展模型,6基于语义概念查询扩展,基于语义关系/语义结构的方法，主要利用语义词典等工具，计算词语之间的相似、相关度，实现扩展。,,
第4章  信息检索,第3节 查询扩展模型,6基于语义概念查询扩展,关键问题：概念语义空间的建立和查询语义的提取。,,
